activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2020,2549005SIVTHG14U2905,35004,NY,36103,36103159407,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,2,1,1,2,2,2,295000.0,96.5,3.625,1.314,2,18324.57,NA,8952.15,7372.15,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,65,50%-60%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,6756,29.57,126600,83.26,1688,2097,37
2020,2549005SIVTHG14U2905,39100,NY,36071,36071014202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,2,31,1,2,2,2,295000.0,93.305,NA,NA,3,NA,NA,NA,NA,NA,300,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,0,<20%,1,10,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,3,,,,6181,21.13,100400,148.55,1922,2235,40
2020,2549005SIVTHG14U2905,35614,NY,36087,36087013003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,1,2,2,2,595000.0,80.0,5.625,2.338,2,18735.31,NA,14000.0,,,360,NA,NA,2,2,2,2,745000,1,1,3,5,1,NA,611,<20%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,3211,25.32,81800,213.03,697,897,44
2020,2549005SIVTHG14U2905,35614,NY,36005,36005011800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,355000.0,80.0,5.115,2.083,2,15757.63,NA,11370.0,,,360,NA,60,2,2,2,2,445000,1,1,3,5,1,NA,141,39,3,10,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,5364,26.88,81800,146.82,1118,1608,61
2020,2549005SIVTHG14U2905,35004,NY,36059,36059414202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,385000.0,69.091,5.25,1.935,2,14188.0,NA,8230.0,,,360,NA,84,2,2,2,2,555000,1,1,3,5,1,NA,230,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,2,1,6,,,,,10,,,,4252,93.18,126600,54.7,768,944,64
2020,2549005SIVTHG14U2905,35614,NY,36061,36061000600,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,845000.0,66.064,3.99,0.514,2,35607.72,NA,24354.69,8013.32,,360,NA,NA,2,2,2,2,1275000,1,1,3,5,1,NA,137,40,2,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,12554,96.56,81800,38.82,119,187,54
2020,2549005SIVTHG14U2905,35614,NY,36047,36047010800,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,1,1,2,2,2,1245000.0,71.225,4.5,NA,2,41827.88,NA,35857.02,12464.37,3116.09,360,36,60,2,2,2,2,1755000,1,3,3,5,3,NA,473,20%-<30%,1,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,4267,90.44,81800,40.56,265,986,76
2020,2549005SIVTHG14U2905,35004,NY,36059,36059407101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,31,1,2,2,2,425000.0,60.0,NA,NA,3,NA,NA,NA,NA,NA,60,NA,NA,2,1,2,2,705000,1,3,3,5,1,NA,0,<20%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,6,,,,,3,,,,5669,95.33,126600,94.12,900,1098,63
2020,2549005SIVTHG14U2905,35614,NY,36081,36081037600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,32,1,2,2,2,325000.0,34.298,6.375,3.03,2,7605.36,NA,3980.0,2400.0,,360,NA,NA,2,2,2,2,935000,1,1,3,5,2,NA,107,30%-<36%,3,10,1,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,5979,100,81800,111.28,1368,1892,65
2020,2549005SIVTHG14U2905,39100,NY,36071,36071011000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,0,2,2,1,1,2,2,2,415000.0,95.0,4.5,1.778,2,15975.3,NA,2627.43,1047.43,,360,NA,NA,2,2,2,2,435000,1,1,3,5,1,NA,242,46,3,2,1,14,,,,1,14,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,3,,,,,10,,,,4910,24.4,100400,86.88,1433,1656,38
2020,2549005SIVTHG14U2905,35614,NY,36061,36061016500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,2,0,2,1,1,1,2,2,2,305000.0,50.0,5.75,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,605000,1,3,3,5,1,NA,513,20%-<30%,1,10,2,,,,,5,,,,,2,4,2,25,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,6,,,,,10,,,,6760,25.9,81800,330.55,1198,117,76
2020,2549005SIVTHG14U2905,35004,NY,36103,36103159411,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,4,0,2,1,1,1,2,2,2,265000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,NA,1,1,3,5,1,NA,83,NA,9,9,3,,,,,5,,,,,2,4,5,,,,,8,,,,,1,4,1,5,1,4,<25,9999,No,NA,2,1,6,,,,,10,,,,3477,16.8,126600,85.17,930,1011,36
2020,2549005SIVTHG14U2905,35004,NY,36103,36103190401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,285000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,1,NA,0,NA,9,9,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,10396,58.21,126600,68.16,1781,2771,48
2020,2549005SIVTHG14U2905,35614,NY,36079,36079011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,1,32,1,2,2,2,355000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,172,NA,9,9,1,,,,,1,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,3,45-54,45-54,No,No,1,1,6,,,,,10,,,,4203,13.97,81800,169.95,1361,1642,47
2020,2549005SIVTHG14U2905,39100,NY,36071,36071013000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,32,1,2,2,2,225000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,153,20%-<30%,1,3,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,45-54,45-54,No,No,1,1,1,,,,,4,5,,,4747,28.52,100400,99.57,1106,1547,56
2020,2549005SIVTHG14U2905,35614,NY,36047,36047045800,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,32,1,2,2,2,1055000.0,33.871,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,3105000,1,1,3,5,1,NA,143,>60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,2,1,6,,,,,1,,,,1651,2.73,81800,101.76,339,302,66
2020,2549005SIVTHG14U2905,35614,NY,36005,36005038200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,32,1,2,2,2,335000.0,75.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,445000,1,3,3,5,1,NA,0,<20%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,1,4,25-34,9999,No,NA,2,1,6,,,,,9,,,,2666,97.15,81800,76.96,421,785,64
2020,2549005SIVTHG14U2905,45060,NY,36067,36067001701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,1,2,2,2,85000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,NA,1,3,3,5,2,NA,0,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,2553,44.85,75800,40.1,442,1100,76
2020,2549005SIVTHG14U2905,99999,NY,36021,36021000300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,285000.0,75.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,385000,1,3,3,5,1,NA,0,<20%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,2,1,6,,,,,9,,,,4056,8.38,67200,131.47,1357,2145,61
2020,2549005SIVTHG14U2905,45060,NY,36067,36067001702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,4,0,2,1,1,1,2,2,2,105000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,NA,1,3,3,5,2,NA,0,NA,9,9,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,2305,18.7,75800,90.59,628,1073,76
2020,2549005SIVTHG14U2905,35004,NY,36059,36059517801,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,32,1,2,2,2,975000.0,65.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,1505000,1,1,3,5,1,NA,373,39,3,10,2,,,,,5,,,,,1,4,3,,,,,8,,,,,1,4,1,5,1,4,35-44,9999,No,NA,1,1,6,,,,,2,,,,3349,13.23,126600,158.05,991,1430,60
2020,2549005SIVTHG14U2905,35614,NY,36061,36061019800,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,1,32,1,2,2,2,1485000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,NA,1,3,3,5,3,NA,0,NA,9,9,1,14,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,2513,85.79,81800,148.05,407,160,22
2020,2549005SIVTHG14U2905,99999,NY,36105,36105950700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,2,0,2,1,32,1,2,2,2,125000.0,70.0,7.75,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,175000,1,3,3,5,4,NA,0,>60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,4422,38.63,67200,67.1,669,1596,48
2020,2549005SIVTHG14U2905,99999,NY,36105,36105950400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,2,0,2,1,32,1,2,2,2,105000.0,70.0,7.75,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,155000,1,3,3,5,3,NA,0,>60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,2998,6.64,67200,111.83,1010,2072,42
2020,2549005SIVTHG14U2905,28740,NY,36111,36111954800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,2,0,2,1,32,1,2,2,2,125000.0,70.0,7.75,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,175000,1,3,3,5,3,NA,0,>60%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,4783,42.92,83700,69.36,930,1821,61
2020,2549005SIVTHG14U2905,99999,NY,36105,36105950700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,2,0,2,1,32,1,2,2,2,125000.0,70.0,7.75,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,175000,1,3,3,5,4,NA,0,<20%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,4422,38.63,67200,67.1,669,1596,48
2020,2549005SIVTHG14U2905,35614,NY,36047,36047079200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,31,1,2,2,2,585000.0,70.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,845000,1,3,3,5,2,NA,0,<20%,2,10,2,,,,,5,,,,,1,4,3,,,,,8,,,,,1,4,1,5,1,4,25-34,9999,No,NA,2,1,6,,,,,9,,,,3771,94.48,81800,53.53,288,679,76
2020,2549005SIVTHG14U2905,35614,NY,36047,36047037700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,32,1,2,2,2,885000.0,52.059,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1705000,1,3,3,5,3,NA,0,<20%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,6,,,,,9,,,,4240,89.86,81800,83.53,535,1157,76
2020,2549005SIVTHG14U2905,35614,NY,36081,36081026600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,31,1,2,2,2,315000.0,53.983,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,595000,1,3,3,5,1,NA,0,<20%,1,10,2,,,,,5,,,,,1,4,3,,,,,8,,,,,1,4,2,5,1,4,35-44,9999,No,NA,2,1,6,,,,,9,,,,1933,100,81800,91.2,312,445,50
2020,2549005SIVTHG14U2905,35004,NY,36103,36103146902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,1,1,2,2,2,335000.0,75.0,5.125,NA,2,13771.04,NA,9173.75,,,360,36,60,2,2,2,2,455000,1,3,3,5,1,NA,353,20%-<30%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,6,,,,,10,,,,3885,4.35,126600,153.53,1122,1255,53
2020,2549005SIVTHG14U2905,35004,NY,36059,36059407101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,245000.0,75.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,325000,1,3,3,5,1,NA,0,<20%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,65-74,9999,Yes,NA,2,1,6,,,,,9,,,,5669,95.33,126600,94.12,900,1098,63
2020,2549005SIVTHG14U2905,35614,NY,36047,36047118600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,31,1,2,2,2,365000.0,65.625,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,565000,1,3,3,5,1,NA,0,<20%,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,1,4,35-44,9999,No,NA,2,1,6,,,,,9,,,,2790,94.3,81800,54.09,263,932,64
2020,2549005SIVTHG14U2905,35614,NY,36119,36119014805,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,1,1,2,2,2,505000.0,70.0,7.0,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,725000,1,3,3,5,1,NA,463,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,4107,18.87,81800,242.74,1270,1488,46
2020,2549005SIVTHG14U2905,35614,NY,36085,36085002900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,2,0,2,1,1,1,2,2,2,585000.0,80.0,7.125,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,735000,1,3,3,5,2,NA,0,<20%,1,10,2,,,,,5,,,,,2,4,5,27,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,10,,,,5781,96.59,81800,54.37,590,1165,58
2020,2549005SIVTHG14U2905,15380,NY,36029,36029006301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,1,2,2,2,205000.0,75.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,275000,1,3,3,5,2,NA,0,<20%,3,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,45-54,9999,No,NA,2,1,6,,,,,4,9,,,4647,20.06,77600,84.94,874,2114,76
2020,2549005SIVTHG14U2905,35614,NY,36047,36047075800,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,3,0,2,1,1,1,2,2,2,845000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1055000,1,1,3,5,1,NA,242,30%-<36%,1,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,1,4,25-34,9999,No,NA,2,1,6,,,,,9,,,,1841,15.32,81800,159.54,376,397,67
2020,2549005SIVTHG14U2905,35614,NY,36119,36119003700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,445000.0,95.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,465000,1,1,3,5,2,NA,92,50%-60%,3,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,3,,,,,4,,,,4034,78.85,81800,74.49,363,1017,76
2020,2549005SIVTHG14U2905,35614,NY,36047,36047099800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,32,1,2,2,2,405000.0,51.613,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,775000,1,1,3,5,2,NA,121,30%-<36%,1,10,2,,,,,5,,,,,1,4,3,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,2,1,6,,,,,3,,,,3702,96.52,81800,116.34,623,1408,50
2020,2549005SIVTHG14U2905,35004,NY,36103,36103169703,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,32,1,2,2,2,265000.0,69.87,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,385000,1,3,3,5,1,NA,0,<20%,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,45-54,9999,No,NA,2,1,6,,,,,9,,,,1542,10.18,126600,79.06,525,1066,29
2020,2549005SIVTHG14U2905,35004,NY,36103,36103112212,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,1,2,2,2,915000.0,79.13,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1155000,1,1,3,5,1,NA,390,20%-<30%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,25-34,9999,No,NA,2,1,6,,,,,2,9,6,,3527,33.03,126600,185.62,1005,1059,46
2020,2549005SIVTHG14U2905,35614,NY,36047,36047112400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,32,1,2,2,2,525000.0,70.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,755000,1,3,3,5,2,NA,0,<20%,3,10,2,,,,,5,,,,,1,4,3,,,,,8,,,,,1,4,1,5,1,4,55-64,9999,No,NA,2,1,6,,,,,9,,,,3399,99.91,81800,75.62,368,955,76
2020,2549005SIVTHG14U2905,35614,NY,36047,36047003300,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,32,1,2,2,2,2525000.0,60.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,4205000,1,3,3,5,2,NA,0,<20%,3,10,2,,,,,5,,,,,1,4,3,,,,,8,,,,,1,4,1,5,1,4,55-64,9999,No,NA,2,1,6,,,,,9,,,,3157,44.19,81800,201.11,380,548,74
2020,2549005SIVTHG14U2905,35614,NY,36119,36119014805,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,505000.0,70.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,725000,1,3,3,5,1,NA,0,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,9,,,,4107,18.87,81800,242.74,1270,1488,46
2020,2549005SIVTHG14U2905,35614,NY,36079,36079010200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,1,1,2,2,2,415000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,515000,1,1,3,5,1,NA,239,38,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,55-64,9999,No,NA,2,1,6,,,,,9,,,,8148,27.47,81800,156.54,1806,2367,36
2020,2549005SIVTHG14U2905,35614,NY,36047,36047053800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,2,2,355000.0,48.276,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,725000,1,3,3,5,1,NA,0,<20%,3,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,NA,2,1,6,,,,,9,,,,4265,24.78,81800,46.56,103,190,71
2020,2549005SIVTHG14U2905,35004,NY,36103,36103158002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,32,1,2,2,2,405000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,505000,1,3,3,5,1,NA,392,20%-<30%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,55-64,9999,No,NA,2,1,6,,,,,9,,,,6324,16.92,126600,172.01,2035,2403,55
2020,2549005SIVTHG14U2905,10580,NY,36091,36091062601,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,32,1,2,2,2,625000.0,80.0,5.75,2.46,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,785000,1,1,3,5,1,NA,540,<20%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,35-44,9999,No,NA,2,1,6,,,,,10,,,,2472,9.47,99200,142.97,861,919,39
2020,2549005SIVTHG14U2905,35614,NY,36119,36119001401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,3,0,2,2,1,1,2,2,2,325000.0,85.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,79,47,1,10,2,,,,,5,,,,,1,4,6,,,,,8,,,,,2,4,2,5,1,4,25-34,9999,No,NA,1,1,6,,,,,3,9,,,4008,40.47,81800,125.53,1001,1383,67
2020,2549005SIVTHG14U2905,13780,NY,36007,36007000100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,3,0,2,1,1,1,2,2,2,75000.0,66.3,NA,NA,3,NA,NA,NA,NA,NA,360,NA,60,2,2,2,2,115000,1,3,3,5,2,NA,0,<20%,3,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,6,,,,,9,,,,2960,43.78,76900,70.24,446,1075,76
2020,2549005SIVTHG14U2905,13780,NY,36107,36107020701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,32,1,2,2,2,115000.0,74.446,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,145000,1,3,3,5,3,NA,0,<20%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,35-44,9999,No,NA,2,1,6,,,,,9,,,,3075,6.34,76900,84.84,866,1425,40
